nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Mouton ladoum,700 000CFA,700000.0,Très élevé (> 200k),"Grand Yoff, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1594060_uploaded_image1_1580838107.76.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Brebis,Prix sur demande,,Non spécifié,"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1584173_uploaded_image2_1580715083.79.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum,2 000 000CFA,2000000.0,Très élevé (> 200k),"Guediawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1569276_uploaded_image1_1580439784.74.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Bali bali,300 000CFA,300000.0,Très élevé (> 200k),"Koumpentoum, Sénégal",Autre,https://images.coinafrique.com/thumb_1568450_uploaded_image1_1580419421.87.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Bali bali,300 000CFA,300000.0,Très élevé (> 200k),"Koumpentoum, Sénégal",Autre,https://images.coinafrique.com/thumb_1568440_uploaded_image1_1580419287.32.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum pur sang,2 500 000CFA,2500000.0,Très élevé (> 200k),"Kaffrine, Sénégal",Autre,https://images.coinafrique.com/thumb_1560181_uploaded_image1_1580308236.91.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Azawate pur sang,310 000CFA,310000.0,Très élevé (> 200k),"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1558957_uploaded_image1_1580297798.0.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton métisse,250 000CFA,250000.0,Très élevé (> 200k),"Guédiawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1508083_uploaded_image1_1579516459.16.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum,550 000CFA,550000.0,Très élevé (> 200k),"Guédiawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1508049_uploaded_image1_1579516246.04.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Femelle mouton,Prix sur demande,,Non spécifié,"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1496305_uploaded_image1_1579283752.49.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Ladoum pur,550 000CFA,550000.0,Très élevé (> 200k),Sénégal,Autre,https://images.coinafrique.com/thumb_1465125_uploaded_image1_1578761112.58.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,350 000CFA,350000.0,Très élevé (> 200k),Sénégal,Autre,https://images.coinafrique.com/thumb_1439414_uploaded_image1_1578387477.53.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton ladoum,350 000CFA,350000.0,Très élevé (> 200k),"Fass, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1428061_uploaded_image1_1578172386.49.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton ladoum,300 000CFA,300000.0,Très élevé (> 200k),"Fass, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1428044_uploaded_image1_1578172236.81.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton ladoum,450 000CFA,450000.0,Très élevé (> 200k),"Fass, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1428032_uploaded_image1_1578172063.21.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton ladoum,400 000CFA,400000.0,Très élevé (> 200k),"Fass, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1428014_uploaded_image1_1578171800.77.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Ladoum,300 000CFA,300000.0,Très élevé (> 200k),"Fass, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1427992_uploaded_image1_1578171485.84.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,45 000CFA,45000.0,Bas (< 50k),"Mermoz-Sacré Coeur, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1365032_uploaded_image1_1576782111.75.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Pur Ladoum,450 000CFA,450000.0,Très élevé (> 200k),"Mermoz-Sacré-Cœur, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1344753_uploaded_image1_1576433631.25.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoums femelles,300 000CFA,300000.0,Très élevé (> 200k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1325277_uploaded_image1_1576061574.29.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,230 000CFA,230000.0,Très élevé (> 200k),Sénégal,Autre,https://images.coinafrique.com/thumb_1318185_uploaded_image1_1575932357.93.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons ladoum,300 000CFA,300000.0,Très élevé (> 200k),"HLM, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1311660_uploaded_image1_1575815111.89.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons Ladoum,450 000CFA,450000.0,Très élevé (> 200k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1277749_uploaded_image1_1575181984.71.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Ladoum,1 200 000CFA,1200000.0,Très élevé (> 200k),"Ouakam, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1257886_uploaded_image1_1574822653.08.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Femelle,200 000CFA,200000.0,Très élevé (> 200k),"Ouakam, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1250492_uploaded_image1_1574686160.92.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
